TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
BSLI4;23,61;8,86;17,45;3,99;0,32;74,02;26,69;18,80;12,29;15,26;;;3,28;-1,14;-0,35;0,23;22,86;1,82;;0,08;0,92;0,10;-2,43;29,66;11.879,09;5,92;1,35;2,27;10.641.810.500,00
BTTL4;11.091,73;;4.145,50;3.034,97;797,36;16,22;8,54;5,83;2.832,61;4,05;0,04;0,04;241,80;4.952,81;-1.983,72;1,37;73,21;19,23;52,01;0,26;0,74;3,30;5,92;-24,36;;3,65;2,68;13,41;234.648.368,72
CALI3;98,18;;13,59;5,85;0,27;27,76;13,05;4,23;4,41;6,91;3,95;5,24;0,58;0,88;-0,54;2,60;43,09;1,99;13,82;0,05;0,95;0,47;-7,97;-33,18;;16,77;7,23;-0,11;24.582.197,20
CALI4;50,00;;6,92;2,98;0,14;27,76;13,05;4,23;2,24;6,91;3,95;5,24;0,29;0,45;-0,27;2,60;43,09;1,99;13,82;0,05;0,95;0,47;-7,97;-33,18;9.554,00;16,77;7,23;-0,06;24.582.197,20
CAMB3;4,46;;6,13;1,95;0,69;45,60;17,13;17,13;6,13;8,17;2,03;0,65;1,05;150,38;-1,06;1,01;31,73;11,27;13,71;0,36;0,65;0,66;-11,36;;240.673,39;2,25;0,71;0,01;185.966.352,00
CAMB4;6,25;;8,75;2,78;0,99;45,60;17,13;17,13;8,75;8,17;2,03;0,65;1,50;214,59;-1,51;1,01;31,73;11,27;13,71;0,36;0,65;0,66;-11,36;;;2,25;0,71;0,01;185.966.352,00
CAML3;9,33;6,56;7,48;1,27;0,56;21,20;7,62;5,77;5,67;7,71;2,05;0,46;0,43;1,57;-1,46;2,38;17,03;7,48;10,93;0,44;0,56;1,30;12,04;33,10;13.200.402,42;7,32;1,25;0,10;3.378.100.000,00
CARD3;19,58;2,41;15,16;2,65;1,52;30,92;17,38;11,13;9,71;10,07;0,41;0,11;1,69;43,30;-2,15;1,14;17,50;10,04;14,51;0,57;0,43;0,90;-0,29;19,73;11.322.432,06;7,38;1,29;0,37;815.936.000,00
CASH3;46,45;0,08;1.419,71;17,70;14,49;3,72;3,72;2,50;954,02;925,58;-29,68;-0,55;35,49;29,55;-32,03;9,54;1,25;1,02;1,08;0,82;0,14;0,41;;;246.382.075,82;2,63;0,03;-17,13;6.227.884.500,00
CASN3;15,01;0,25;98,93;8,29;3,20;49,75;21,44;10,42;48,06;42,61;5,18;0,89;10,30;-224,24;-3,64;0,89;8,38;3,24;6,36;0,39;0,61;0,31;7,49;59,39;15.010,00;1,81;0,15;46,81;9.351.999.869,82
CASN4;8,37;0,49;55,17;4,62;1,79;49,75;21,44;10,42;26,80;42,61;5,18;0,89;5,75;-125,04;-2,03;0,89;8,38;3,24;6,36;0,39;0,61;0,31;7,49;59,39;;1,81;0,15;26,10;9.351.999.869,82
CATA3;103,61;;2,70;0,11;0,06;23,62;3,95;3,10;2,12;6,12;4,02;0,21;0,08;0,27;-0,12;1,91;4,17;2,31;3,57;0,55;0,45;0,74;-4,76;;;922,36;38,44;-0,04;14.940.354,78
CATA4;0,00;;0,00;0,00;0,00;23,62;3,95;3,10;0,00;6,12;4,02;0,21;0,00;0,00;0,00;1,91;4,17;2,31;3,57;0,55;0,45;0,74;-4,76;;;922,36;38,44;0,00;14.940.354,78
CBAV3;10,25;;15,16;1,80;0,58;14,94;16,21;13,38;12,52;16,84;4,37;0,63;2,03;4,40;-0,89;1,62;11,85;3,84;4,91;0,32;0,66;0,29;;;23.988.212,72;5,71;0,68;;6.053.666.663,28
CBEE3;23,40;0,30;-238,11;1,07;0,26;11,95;1,16;-0,24;49,06;104,23;55,16;1,20;0,57;-4,17;-0,32;0,75;-0,45;-0,11;0,56;0,24;0,76;0,46;3,81;;12.392,95;21,89;-0,10;2,25;3.899.243.228,40
CCPR3;9,72;9,91;31,17;0,90;0,29;62,82;53,02;9,63;5,66;9,72;4,05;0,65;3,00;3,04;-0,34;2,68;2,90;0,92;4,92;0,32;0,43;0,10;4,82;19,63;2.350.938,33;10,75;0,31;-1,21;1.477.598.227,60
CCRO3;11,79;2,33;34,60;2,90;0,66;38,33;27,20;5,96;7,59;12,07;4,52;1,73;2,06;15,24;-0,86;1,22;8,39;1,90;7,63;0,23;0,76;0,32;3,13;-35,76;117.563.477,58;4,06;0,34;-1,59;23.735.000.000,00
CCXC3;1,16;;0,35;-0,03;0,22;;;;-3,63;-3,58;0,06;;;-0,03;;0,11;-7,84;64,02;0,75;-8,16;9,16;0,00;;;;-42,33;3,32;0,00;1.973.425,64
